리뷰,별점
말이 안 나온다 그냥 최고,10
섬세한 연출과 미묘한 감정 연기에 집중해서 봤어요,9
진짜 재있게봤어요 설정 구멍이 많다는 분들 리뷰분석 첨부해드릴테니까 이거 보고 오세요! 감독님이 작품 만드실 때 얼마나 진심을 담으셨는지 알 수 있어요!https://youtu.be/Nv4BZr4cup8,10
그리스 신들의 힘을 이어받은 샤잠과 그 힘을 노리는 딸들의 싸움! 라돈부터 시작해서 그리스 신화의 정통 괴물들까지 매우 볼거리가 많아짐.,10
그리스 신들의 힘을 이어받은 샤잠과 그 힘을 노리는 딸들의 싸움! 라돈부터 시작해서 그리스 신화의 정통 괴물들까지 매우 볼거리가 많아짐.,10
요즘 한국영화 중에 제일 낫습니다 잘 봤습니다~,10
내용도 좋고 구성이랑 편집이 참 좋았다 배우들의 연기가 자연스럽고 영상미도 이쁘다,10
순수. 정통. 성장. 가족. 드라마 히어로 !! 라는 타이틀로 해석하면서 감상하면 즐겁게 볼수있는 히어로!!  샤 잠 !!!,10
잃어버린 장소와 시간 사람에 대한 그리움.예상치 못한 흥미진진한 스토리 전개.강추!,10
내가 쓰러지지 않으면 그 누구도 날 쓰러트릴수 없다.,10
배두나 보러왔다가 파란마음 음악에 빠지고 만다는 그 영화,7
"8점대 평점은 알바인가, 이 배우로 이런 억지코미디를 찍다니..묘하게 3류에로영화감독이 멜로영화찍으려한 영상미와 3류개그코드.",3
신고,8
1편 안 봤는데 기대 안 하고 봤는데 괜찮았다마지막 대박,10
이 별점은 배우들에 대한 예의입니다.,2
무삭제버전으로 간만에 다시 봤어요. 초반에 편집됐던 부분이 많았네요. 스파이더맨은 언제봐도 재밌음...,10
미국에 실제로 파병갔던 군인들이 제대후 후유증으로 마약하다가 노숙자가 되거나 죽는일이 많다고 하죠... 나라를 위해 일한 사람들인데 정부에서 많은 도움을 줬으면 좋겠습니다. 덤으로 톰홀랜드 연기는 진짜 믿고 보네요,10
여운이 남는 영화예요. 갠적으로 원작에 불호라 생각했던 부분이 순화된거 같아 편안하게 본것 같아요. 김다미배우는 연기를 맛깔나게 잘하네요. 마냥 어려보였는데 성인일때 분위기 자연스럽게 변하는데 좋았어요.,10
이게 영화지 개쩐다 진짜,10
생각없이 그냥 시간이 남아서 본 영화인데요 근래 본 어느영화보다 좋았습니다,9
신고,1
"설정구멍이 많았던 점, 스토리가 평이하단 것도 단점, 신카이 마코토 감독답게 영상미가 뛰어난 점은 장점",8
일본 애니의 혼종깉은 느낌 넣을 건 다 넣었다 근데 스토리는 좀 이쉽다,6
웃다 울다 너무 좋았어요. 연기도 좋고 강추합니다.,10
진짜ㅠㅠㅠㅜ 진짜 너무 재밌다거의 마지막은 슬프고 감동적이고 온갖 감정들이 다 섞여서 눈물광광내가 요근래 봤던 영화중 진짜 최고,10
이 영화 왜 7점대임…..? 나 세 번정도 봤눈데……,10
도어락을 설치하자는 교훈,3
이거 재밌나요? 재미없으면 보다가 나오려구요,10
유머랍시고 드립 치는데 웃어보질 않았네…,2
이야기는 단순하지만 끝까지 긴장하게 되는 간만에 영화다운 영화 봤네요.,10
중간중간 웃음포인트가 있어서 재밌었어요 ㅋㅋㅋ 4dx로 보니 더 좋았습니다원더우먼 넘 예뿜..,10
이렇게 Nothing Nowhere None at Once의 내용으로 웃고 울고 갖가지 감정의 소용돌이에 빠지게 만들다니!!!,10
적당한 긴장감 적당한 감동 적당한 스토리 주인공의  멋진 연기,9
개연성도 없고 현실성도 떨어져요 대사가 오글거리고요 평점이 왜이리 높은지 모르겠는데 개인적으로 너의 이름은 뒤 두 작품은 실망의 연속이네요 근데 확실히 영상미는 좋습니다,2
너무 유치하다.. 웃기지도....,4
스토리가 산으로 감. 노래랑 군무는 뭡니까? ㅜㅜ,4
중반부터 눈물이 마르지 않아요. 여운 미치는 영화,9
신선한 연출 최고의 연기!,9
따뜻하고 여운이.남는 영화였어요. 이런 영화가 너무 말도안되게 6점 대라니.. 너무 낮아서 10점 줍니다,10
재미있어요  연기도 다들 잘하고 배우들도 좋네요,10
영상미도 좋고 감정선이 잘 표현됐어요,10
둘다 아빠와 딸 연기를 너무 잘하고 영상미 좋아영,8
재밌어요 포스터가 정말 너무 아쉬워요. 스포츠물로 밀었으면 더 반응이 좋았을 거 같아요.,9
역시 배우는 연기를 잘해야해.,8
기대를 너무 한 거 같네요 그냥 무난한 영화입니다,8
김다미 나와서 보러 갔다가 김다미 배우에게 더 빠지게 되는 영화였습니다 마지막 그 카페에 글이 김다미 배우였다는거에 대해 신선했습니다,10
브렌든 플에저를 다시 보게되었다,9
중반부까지 신선했는데 반복되는 스토리와 뻔한 결말이 아쉬움. 그리고 다이진 좀 챙겨줘라 ㅠ,6
아무 기대감없이 보면 볼만한 정도.,5
전편이랑 취향이 맞았다면 볼 만 함 그리고 무엇보다 스티브 탐난다,7
영상미와 연기력이 다 했다,9
다시 돌고 돌고 돌아도 그와 함께이길 ... 뭔가 뭉클합니다,10
진짜 이 미친 영화 학교에서 수업 듣는데 여운 너무 남아서 계속 생각나네,10
"살면서 같이 추억 보낸 친구가 생각나는 영화.근데 또 그런 친구 한명 생각나는게 또 감사한,,,나랑 그 많은 추억들 그리고 돌고돌아 다시 만났지만 나와 친구 해줘서 고마워 친구야",10
왜 아무도 다이진의 행복에는 관심이 없는걸까... 다이진은 스즈메의 가족이 되고 싶었어.. 이제 더이상 외롭고 싶지 않았을뿐인데... 결국 스즈메가 소타를 선택하면서 다이진은 다시 혼자가 될수밖에 없는 상황이 너무 안타까웠음.. 결국 스즈메의 행복을 위해 다이진이 다시 묘석으로 희생되는 안타까운 영화...,9
이 작가팬인 남자친구랑 봤었는데 둘다 어리둥절 여기 주인공이 문동은 주여정 같았음 이해안되는 사랑에 나올때마다 지루하고 고양이는 왜 나온건지 모든게 이해안갑니다 이게 일본감성인가요...,2
.,10
너무 리메이크에만 충실했던 것 같아 아쉬웠음,6
콜린패럴 눈썹 너무웃김 제발 그렇게 벌렁거리지마,7
신고,10
은근 얼굴들이 무섭네.,5
결말이 좀 맘에 안들지만..영화가 끝나고 여운이 많이 남았다..눈물도 또르르..인생에 소울메이트 한명은 있어야하지 않겠나..,9
굿 연기가 매우 감성적임,10
존 쿠삭 믿고 보기에도 무리가 있다.,5
원작을 너무 감명깊게 봐서 기대했는데 원작까지는 아니지만 나쁘지 않았네요 근데 개인적으로 김다미 연기가 좋긴했지만 주동우 배역에 잘 어울리는지는 모르겠네요,10
사자랑 맞짱을?ㅋㅋㅋ어이가없네...,2
이번작품은 예전에 봤던 지브리 애니메이션의 느낌이 좀 났네요,9
가장 볼품없다고 생각되는 곳이 가장 무한한 잠재력이기다리고 있다. 모든 셀프 너드의 모습을 가장 사랑해라. 그곳이 너가 시직할 곳이다. 모든 것이 존재하는 이유를 가지고 있다. 누구도 함부러 평가하지 말라.,8
머리를 많이 비우고 보면 볼만함,6
신고,8
완벽한 엔딩이였어요! 용두사용!재밌게 잘봤습니다,10
비대해진 상실감과 상실의 공간을 채운 혐오와 소외. 가장 거대한 고래는 자신의 존재 가치를 증명하고자 마지막 방백을 한다.,6
"어릴적 부터 영화를 좋아하는 관객이라면, 또 영화가 주는 환영의 힘을 믿는 사람들이라면 충분히 공감할 수 있는 영화",9
쿠폰 많이 뿌리는 영화들은 다 이유가 있음,5
최근 마블보다 훨씬 낫다,8
이런 장르 즐겨하진 않음. 김다미 팬이라서 봤음. 재밌음. 연기 잘함. 전소니 이쁨.,10
너무 기대하면서 봤는데... 막상 보니 그냥 애니 몰아보기 느낌입니다.. 중간중간 편집좀 하던가.. 영화 반 이상을 환락의 거리로 해놨으면 제목에 환락의 거리를 포함시키는게 맞는 듯 싶습니다..물론 환락의 거리 뒤부턴 새로운 장면이지만 좀.. 뒤통수 맞은 느낌입니다.그리고 CGV연남에서 4DX로 봤는데 음향도 좀 별로여서 집에서 보는것보다 화면만 커졌지 별로더군요.. 이번 귀멸의칼날 극장판은 대실망이었습니다.,4
시리즈의 따뜻한 유머와 같은 장점을 잃고 빌런의 어이없는 퇴장도 아쉽다. 새로운 빌런은 그 매력을 지나치게 숨긴 듯. 양자세계의 소소한 매력을 지닌 친구들 덕분에 그나마 볼만했던 듯.,5
신고,6
이감독이 끝까지 간다를 만든감독이라고? 무슨일이 있었던거지...?,1
예상이 가는 내용이 예상대로 펼쳐진다,6
교섭이랄 게 거의 없는 교섭 영화. 소재의 아쉬움. 실화가 실화로. 혹은 긴장의 축소로. 끊어지지 않는 흐름은 좋았던 듯,5
평점 너무 짠거아님?? 개무섭던데 ㄷㄷ약간 이토준지느낌도 남 ㅋ,10
스토리가 뻔하지만 킬링타임용 굿입니다.아쉬운점은 마지막 차량폭파씬 CG랑긴장감 장면속에 베란다아저씨나살짝 디테일 빼고는 볼만했습니다.,7
박 터지는 샤잠 패밀리와 피 터지는 아틀라스 자매들의 폭발하는 성장담,8
따뜻한 마음이 느껴지는 영화입니다. 좋네요.,8
이게 타이타닉평점이랑 맞먹네 ㅋㅋ  대한민국 아줌마파워 오진다 ㅋㅋ,6
딸년들한테 시달리느니 사자한테 뜯기고말지,4
"예전에 학교에서 틀어줘서 군데군데만 아는  정도였다가 어제 처음으로 끝까지 다 봤는데, 이 영화를 보면서 느낀 건 지브리가 제 2차 세계대전을 비판하는 식으로 (이 전쟁은 쓸 데 없는 전쟁이다! 라는 뉘양스를 풍기는 극중 대사들) 영화 대사를 썼더라궁...? 사람들이 지브리 지브리 거리길래 겁나 황홀하고 평화로운 영화만 만드는 줄 알았는데 현실에 대해서 비판이 들어가 있어서, 지브리 작품에 대해 뭐랄까... 편견이 열린 느낌이랄까? 허허. 사실 나는 지브리 작품을 좋아하지 않았어서 (그 영향은 초딩 떄 간간이 틀어주던, 그래서 부분만 아는 지브리의 작품 여러 개. 그당시 그게 내 취향이 전혀 아니었던지라...) 안 보고 있다가 새롭게 문이 열린 느낌이었다. 지브리 조아.하울도 조아...!! 하울 너무 잘생겨서 보면서도 감탄했음...어쩃든 뭐랄까... ost도 그렇고 딱 적당하게 뭐든지 치고 빠져서 좋았다는게 나의 평이다!! 근데 울 정도로 뭐 감동지수가 높은 건 아니었던지라... 감동지수는 보통으로 했다!!",9
인물이 느끼는 감정이 풍경의 질감으로도 포착된다. 과잉으로 느껴지는 몇몇 장면들이 없지는 않으나 뛰어나다. 문제적 소재는 스릴러의 이야기를 끌어가는 동력처럼 활용된다. 히로세 스즈의 연기는 흠잡을 데 없다.,7
액션만 보기에는 괜찮은 영화,7
아니 이분 너무 내 스타일 아니오! 왜 진작 몰랐을까 이분을!! 1편보고 또봐야지~,10
나도 소울메이트가 있었을까,10
언제까지 상영할껍니까 ; 다시보기로보게 빨리 종영해줘요,1
모두가 제멋대로인 현장에서 얼마나 제멋대로일 수 있나 실험하는 듯. 유쾌하기 그지없는 블랙코미디의 상쾌한 매력,9
1편보다 낫긴하네ㅋㅋㅋ,5
"원작의 내용과 서사, 설정, 구성, 전개를 잘 따르면서 한국적 분위기와 감성을 덧붙여 잘 녹여낸 영화.",10
음악 진짜 좋다,10
진부하고 식상한 스토리와 서사였지만 실감 나는 액션과 긴박감 있는 전개가 볼 만 하네요.,8
솔직히 초반에는 그냥 그랬습니다.. 한 1시간 후부터 슬슬 집중이 되면서 연출 연기들이 참 좋아서 쟈밌게 봤네요.. 확실히 너의 이름은이 너무 넘사벽이긴 한것 같네요.. 그래도 날씨의 아이보다는 약간 더 좋았던것 같습니다.,8
너무나도 세련된 영화다. 최고다!!,10
이 아재 역시 잘하시네 ㅋㅋ,7
누군가에겐 괴작이지만 누군가에겐 인생작,8
신고,8
이렇게 멋진배우들로 이런영화를 만들다니대단하시네요~~~,2
영상과 음악만 봐도 영화관에 간게 아깝지 않았어요,10
N차관람 탑건 이후 두번째진짜 너무 재밌음,10
ㅋㅋ진짜 이거보고 후유증와서 1주일동안 질질짜면서 살아있을때가 있었는데 신카이마코토는 신이다 이번주에 스즈메의 문단솟도 보러가야징,10
영화를 보는 내내 너무 답답했다.그만큼 많은 생각과 고민이 꼬리를 무는 영화다.,8
재밌어요이런 영화가 많이 나오면 좋겠당,10
아이 둘을 입양한 내가 볼때 힘든 상황에서도 자식을 지킨 엄마에게 위로와 찬사를 보내고 싶다.,7
펑펑 울었음.. 우정도 사랑도 가족과의 애정도 모두 느낄 수 있는 영화.. 올해 본 영화 중 가장 좋았음색감과 분위기도 좋음..,10
눈뽕이 차서 그래도 시간이 아깝다고 느끼진 않았어요,8
역시 내용보다 연출. 연출이 볼 만함. 여배우 연기도 뛰어나고.,8
다소 지루한 부분이 없지는 않지만..연기가 살린 영화,9
"굉장히 정신없고 자극적이였던 영화,,ㅎㅎ",8
지금봐도 정말 잘 만든 영화다 배우들 연기는 흠잡을 곳 없고 스토리도 흥미로워서 몰입해서 봤다크게 식상하지도 않고 눈물 흘리며 본 영화,10
그냥 킬링타임용으로 재밌었다. 마지막이 좀 식상하긴 했지만 드라마 전개는 코믹하고 재밌었던 영화,8
동생 마지막 대사에 울었다... 여러 시한부 삶을 주제로 담은 영화를 봤지만 이 영화는 계속 잔잔하게 가슴을 울려서 오히려 더 오래 기억에 남을 것 같다.,10
연출이 이쁘고 김다미 연기 미쳤어요ㅠ 근데 참고로 결말이 음..새드라고 볼 수 있어요..꽉채운 해피엔딩 아닙니다..,10
노래가 너무 좋네요!,7
영상미와 오스트는 여전히 좋은데 같은 내용이 반복되어 좀 뇌절.. 지루... 주인공 감정선 이해불가..,8
정치는쑈다 이영화를 보면 느낄수있음,6
"러셀 크로우 연기가 너무 좋네요.  캐릭터 특유의 뺀질거림, 잔인성 묘사가 완벽했습니다 / 95년도 영화인데 스토리도 참신하고 시작부터 결말까지 완성도가 높습니다.",9
신고,7
오늘부터 농구 좋아한다 후,10
김다미 팬이면 꼭 봐라 ....,10
둘만의 애틋함과 소중한느낌이 전달되서 좋았습니다저런친구가 있다면 정말 좋을것 같다는 생각도 듭니다,9
비하인드가 사람 웃게 하네보다보면 입꼬리 올라감,8
맥북 지르러 가고 싶게 하는 영화긴장감도 있고 반전이 미침,8
정말 재미있었다 이건 진짜다,10
"김다미보러갔다가 전소미,변우석도같이보이네!!잔잔하게 잘 만들었다!!",10
어쩌가 이 영화를 보게 됐을까..,5
머리 비우고 볼만함,7
제목처럼 바람과 함께 사라진 비운의 영화!,2
스케일 커진거 미쳤다 깨알 개그포인트도 많아서 시원하고 웃으면서 너무 잘 봤다,10
영상미는 확실히 예쁨,6
요새 샤말란 폼 알고 보니까 볼만함 배우들 연기도 좋고,7
영화의 분위기에 주인공들과 함께 여행하는 느낌이 들 정도로 몰입해서 봤네요,9
중간중간 나오는 웃음포인트가 좋았음 전편보다 스케일도 커지고 기대안하고 갔는데 생각보다 재밌었음,8
개연성빼고는 다 좋았던 영화..도쿄 상공 신은 진짜지림,9
신고,10
이것이 연대다.   무거운 주제를 유쾌하게 풀었다.,10
"원작 내용 다 알고 봐도 전혀 지루하지 않고 재밌게 봤어요 특히 김다미 배우님 정말 연기 잘 하시고, 마지막에 너무 슬펐어요 ㅠㅠ 리메이크 예쁘게 잘 한 거 같아요 ??",10
평점이 왜 이리 높은지..단순한 이야기 인데 ..,6
기대없이 봤다가 너무 재밌어서 놀랐어요! 숨은 명작입니다~~~,10
신고,10
노래 계속떠올라서 너무 좋아요ㅠㅠ또보고싶음,7
일본영화 클리셰의 집합!! 스토리는 너무 허무맹랑해서 몰입도 안되고ㅠ 꾸역꾸역 사연있는 아이설정 했지만 특별할 거 없는 그냥 그저그런 이야기들.. 작화만 좋았습니다..;,1
신고,10
신고,10
보고있으면 약간은 짜증나고왜저러지 하면서도우리사회 한 단면을 보여주는것같은..빠져들게 되는영화,8
따뜻한 목소리 진심이 전해지는 노래와 얘기들 마음을 울컥하게 하는 감동이 있어요 몇번을 봐도 또 보고 싶네요,10
영화 재밌더라고요. 잔잔하고 좋아요.,8
"원작 안녕 나의 소울메이트는 주동우의 연기가 빛났다면 리메이크작 소울메이트는 전소니의 연기가 빛난다. 한국 감성(감독님의 따뜻한 시선이 추가된)을 더한 원작에 엄청나게 충실한 리메이크 작품. 제주 배경, 색감, 그 시절의 디테일한 고증들, 조연 배우들 캐스팅이 좋았고 따뜻하면서도 아련한 영화였다.",8
"기대를 안하고 갔는데,생각이상의 저력을 보여줌.ㅎ",10
"옛날 저의 시대에는,남자들의 우정영화는 친구. 였지요.여자들의 우정영화는 소울메이트 인것  같습니다.잘 보았습니다. 감사합니다.",9
좋았어요 여운이 남아서 이번 주말에 한번 더 보려구요,10
"너의이름은, 날씨의 아이보다 여운은 적지만 확실히 감동적이고 소름돋는 포인트가 많음",10
"눈부셨던 그 시절, 누구보다 서로를 아끼고 사랑했던 우리",7
남주 얼굴 너무 잘생겼는데 잠깐 밖에 안나오는게 너무 아쉬워요ㅠㅠ 아무튼 전 너의 이름은보다 더 재밌게 봤어요!!,10
헤리산 호두님이 인디아나존슨즈베이비크림 출연 이후 가장 수작 ㅎ,10
자신의 모든 걸 쏟아부은 연기,7
줄거리는 2시간동안 근본적인 문제는 해결하지 못한체 강아지들 임보할 곳 찾는게 끝. 그나마 강아지들이 귀여워서 7점 드립니다ㅋㅋㅋ 근데 강아지들 보고싶어서 영화 볼 생각이면 차라리 애견카페가서 직접 보세요,7
"스토리가 후반부 갈수록 이해할 수 없고 몰입이 안 됨. 대표적으로 인간들 다 죽을거라고 비웃던 빌런같던 고양이가 갑자기 맥락 없이 주인공 조력자가 되는 장면, 주인공의 이해할 수 없는 감정노선 등 그래도 연출,영상미,OST, 배우들 연기는 최고였다.",7
스토리가 개연성이 없고 아 내 두시간아까워 ㅠ,1
반담 영화중 가장 수작의 영화,8
아...이해하기엔 너무 난해한 연출과 스토리전개로 초반부터 흥미를 잃게하는 영화였음. 중반엔 집에가고 싶드라..후반엔 포기..ㅜㅜ,2
풍문으로 들었소 표절 신세계 영화음악 표절. 카메라워크랑 스토리 다 좋았는데 음악에서. 실망한 수작,8
"임영웅의 진솔한 삶의 태도, 열정  음악성진심이 가득함과 관객의 호응등이마음을 따뜻하게 합니다",10
신고,10
처음으로 영화관 가서 두번 보게된 영화입니다. 영상미는 말로 표현 할 수 없고 개연성은 좀 호불호가 갈리지만 저는 개인적으로 정말 감명있게 봤습니다. 신카이 마코토는 믿고 봅시다!,10
킬링타임으로 적당했습니다.,7
1편보다는 잼있어요 ㅎㅎ,8
그냥 모든게 다 완벽한 애니,10
입체 렌티카드 멋지네요 ㅎㅎㅎ,8
그냥 쓰레기 영화 이딴걸 본게 짜증난다 진짜,2
카라멜반갈릭반 팝콘다먹을때까지만 봤는데 더는 못보겠더만,3
재밌오요,10
리메이크인줄은 몰랐네용,6
킬링타임용 적당,6
사랑스러운 영화,10
너무 재미업ㅅ어요ㅜㅡㅠ,1
그림이나 연출은 좋지만 스토리가 좀 빈약,7
그냥저냥 볼만함,6
배우들의 연기력과 영상미가 조았음평범하지만 평범하지않은 이야기,10
"이제 시작이니까 간절히 기도하고 있다. 좋은 영화는 관객들이 손을 잡아주실 거라 믿는다”고 했다. - 울며, 불며, 뒹굴며",7
원작이 재밌는 만큼 기본재미는 보장함. 근데 주인공 비쥬얼이 너무 불쾌한 골짜기고 헌터 되자마자 술집가서 브로 타령할 때부터 흥미가 좀 떨어짐.,8
김소은님 연기 완전 좋았습니다. 잘봤습니다.,10
나의 소울메이트는 어디에?,8
신고,10
연기자들의 연기는 굿 결말이 아쉽다.,2
우정에 관한 영화는 흔치 않은 듯,7
슬램덩크는 감동적이다그리고 재있다,10
리메이크가 잘 되어 몰입감이 좋았음.,8
킬링타임용 액션무비,7
신카이 마코토의 작품에서 오는 흡입력이 참 마음에 든다이번에도 시간 가는 줄 모르고 감독의 스토리 라인타고 빠져 들었다감독만이 줄 수 있는 연출력에 감동받아 귀칼에 이어 나의 두 번째 최애가 되었다,10
최악의 영화 보다가 화가 올라옴,1
뭐지 하면서 보다가 마지막에 뭔지 모를 뭉클함이 있었음.,7
작화 스토리 ost 삼박자를 다 갖춘 작품. 가슴이 웅장해지는 영화였다.,10
"확실히 취향탈 듯, 개인적으로 좋았음.",8
청춘 감성 제대로 완벽한 감정 연기,10
"이해가되요. 가족에겐 꼭필요한존재인데,어떨땐 부담으로 느껴지기도하고..그럼에도 불구하고 가족이니까..ㅠ",10
"도공마을편 결말까지 나왔다면 이렇게 형편없는 평점들이 나오지는 않았을텐데~ ㅠ하지만  결말까지 도달하지 않았더라도 스토리전개부터 영상미, 음악까지 눈을 뗄 수 없게 만드는 귀칼 난 완벽하게 만족 스토리는 물론이고 귀칼만이 주는 섬세한 표현력과 영상미는 그 누구도 따라올 수없는 것 같다 소토자키 하루오 감독의 연출로 빚어낸 귀칼은 언제나 최고 성우들의 목소리 연기도 최고",10
돌이 되어도 좋겠다고 생각했는데 눈물이 났다,10
학창시절 친구들이 생각나서 눈물나더라구요잘봤습니다 :),9
영상미는 더 말할 나위가 없고 ost가 그 감동을 배가시킨다,9
슬펐다. 내 지난 청춘이 그리워서.찬란했다. 그들의 치기와 열정이.아쉬웠다. 내 최애 서태웅 분량이 너무 적어서.기다려졌다. 내게도 올 영광의 시대가.,8
"우정이 사랑처럼 흘러가기도 하고, 많은 일이 현실에 부딪혀보기도 했지만 우리의 그림은 영원히",8
주인공 꾸역꾸역 억척스럽게 고집스럽게 혼자서 고구마밭 통째로 삶아먹고 움직이는 쌍팔년도 스토리 ㅋㅋ 이놈에 고구마맨은 변하질 않냐 보는내 더러원서 잠들었다...혼자죽긴실어서 별쩜은 만땅 ㅋ,10
평점이 이해가는 영화.,6
이준익표 풍자의 얄팍함..하나마나한 냉소.,4
과거의 나랑 현재의 내가 이야기할 땐 너무 많이 울었다,10
연인들의 이별이야기.현실적인면이 있어 꽤 공감이 가는 영화다.킬링타임용 영화.,7
너무 재밌고 너무 슬퍼서 오랜만에 영화 보고 울었습니다ㅜ 다들 꼭 보세요 정말 추천합니다,10
진짜 개오열함 존잼티비,10
도시가 아닌 퀀텀에서의 엔트맨은 이미 매력을 잃었고 마블이라는 이름을 달지 않았으면 퀀텀 속에 또 다른 세상은 분명 신선한 아이디어로 느껴질 수 있지만 별로 제 구실도 못하던 캉만을 위해서 새로운 세계를 우겨 넣은 느낌이라 여러모로 뒤죽박죽이 된 영화라 할 수 있겠다.,5
아주 재밌었 습니다!!!,10
감정성이 미쳤음!!!!,10
갑갑하지만 수긍은 간다..,10
보고 싶었던 액션 장면을 극장 화면으로 보고 싶다는 생각이 들어서 봤는데 나름 만족했습니다!,10
기대이상으로 잘 봤습니다 ㅎㅎ,8
브렌든 프레이저의 화려한 부활,10
원작을 잘 표현한 좋은 예,8
별로임 기대하고 갔는데 유치뽕짝디스코메들리..해리포터와 샤잠영상퀄리티는 좋긴한데 씨지티가 좀 남ㅋ..,4
아름다운 영상미와 OST,8
신고,10
콜라 한 모금조차 마실 여유없이 몰입해서 보고나왔네요,10
정말 제 인생 최고의 영화입니다 마지막 장면에서 정말 감동 받아서 눈물을 흘렸습니다.,10
스토리라인이 엉성하고 억지성 강해 보는내내 몰입이안되었네요,2
사랑은 이렇게 하는것입니다.,10
시간 때우기. 괜찮은 액션무비,6
주동우만큼은 아니지만 김다미의 연기 또한 뛰어나다,7
추억의영화 20년전에 봣는데 추억을 더듬고 기억을 더듬어서 자취남김 ㅎ 재밋음 2.3도 다봄,8
전쟁중 일어난일. 정말 실제 상황처럼 갈등이나 문제들 잘 만들엇음,8
걍 일일연속극 드라마. 큰반전없고 무난한,7
젊음과 사랑 그리고 인생이보였어요,10
보는데 기분 진짜 더러움 별 1개도 아까움,1
재미있었습니다!!!,9
이렇게 감성적이고 아름다울수가 있을까?브래드의 가장 찬란한 순간을 영상에 기록해줘서 고맙습니다.,10
시간이 지나니 네 마음이 보이더라,10
상처는 당당히 맞설 때 치유된다.,10
"아니...계속 이어지는 이야기에 지루할 틈이 없던데, 어디가 지루하다는 거지? ;;; 단, 중간에 술집 장면 +여고생은 좀 보기 거북했음!",8
그래... 사람마다 취향은 다르니까,1
끝까지 본 나에게 칭찬한다,10
"마틴 맥도나식 코미디는, 항상 배꼽빼놓는 만담처럼 가볍다가도 갈수록 묵직한 메시지를 던져주면서 서슬퍼런 유머로 탈바꿈하는게 장기인데, 이번 영화도 비슷한 맥락. 각본과,구성 그리고 배우들의 연기까지 정말 흠잡을곳이 없는 블랙코미디",9
다 좋은데 아무리 특전을 좌석당 1개씩 줘도되팔이 할려고 수십개씩 가져가서 팔진말자이번 특전도 지역별로 지역차별 심하더만,10
그럭저럭 볼만 했다고 하네요~~,10
"어떤 한 사람에게 기회가 온다는 것은, 어쩌면 삶에 대한 보상일 지도 모른다.인생은 절대 평탄한 길만 있는 게 아니고 오르막과 내리막이 항상 공존 하고 있다는 걸 오스카 수상을 시청하면서 다시금 깨달았다.우리 모두 다 잘 나갈때도 오만하지 말며 괴로울 때도 좌절하지 말기를.",10
"내가 가장 아끼는 이를 이해하기 위해서 이 영화를 추천합니다.  영화 대사 중 ""그 사람을 좋아한다면 구체적으로 지적""해서 좋아한다는 말이 여운에 남네요",10
민망함은 관객의 몫이고 졸지않기위해 애썼습니다..,4
개연성과 CG가 너무 부족합니다…배우분들의 연기는 좋았습니다!,5
신고,10
연기는 문소리 혼자 다 했네,7
뭐라할까?아쉽다 아쉬워…살수는 살수있을까?주인공이 문제인가?!스토리의 전개가 문제인가!?애매한 영화,5
"이 영화를 보고 다 그렇게 사는 거고 다 그렇게 사랑하는 거라는 말을 믿지 않았으면 좋겠다, 사랑의 힘을 믿는다면 본인이 좋은 사람이 되어 좋은 사람이 나타날 거니",9
처음 문 닫는 장면 소름임,10
재미있었어요,6
재미있었어요,8
후반부 빼면 재밌음 빛 표현력이 장난아님,10
많은 생각과 반성을 하게 만든 영화..개인적으로 평론가 평...평론가가 맞는지...^^;,10
한국식으로 잘 풀어낸것같아여,9
사람일은 아무도 알수없다는건 곁에 있을때 잘해야한다는것 깨닫게 해준영화,10
리뷰들 죄다 주인공 욕하는게 뭔말인진 알 것 같은..그 성격받아주는 주변인물들은 죄다 관대한 편이라서 외모가 개연성이라 봐야하나 싶어지기도 하고.. 요리자체에 대한 열정이 원인이라 느껴지기보단 내적 열등감이 베이스인것같은 좀 뭐한 느낌이 없지않아서 요리영화를 기대한다면 좀 아쉬울듯.,7
스티븐연 과대평가된 배우 외국에선 인기 지지리도 없음,1
말죽거리 잔혹사 코믹버전!,10
신고,10
좋았어요~ 추천합니다,8
일본특유의 장소와 분위기에 몽글함이 느껴졋고애니이지만 가볍게느껴지지않고 진심으로위로를 받고 가는기분이 들었네요 과거의상처를이겨내고 미래를 위해 열심히 살아가는 사람들의모습들도 담겨잇다보니 감정이입도 쉽게되고사람간에 관계 사랑 추억 모든게 다들어가있는스토리입니다 다큰어른도 만화에감동을 받고갈수있는것을 다시금느꼇습니다,9
약간 흥미가 생기지 않는 부분을 집중적으로 표현해내는 느낌? 최선에 선택이 있지만 차선을 억지로 밀어붙이는 느낌이에요. 네이머는 좋았지만 이후 선택들은 보면서 솔직히 지루했어요 볼만한 영화이지만 기억에 남는 장면은 딱히 없습니다.,6
옛생각많아지는영화네요잘봤습니다,10
신고,9
작가의 의식의 흐름대로 쓴 듯한 이야기,3
